DATE,DEPTH,CHLORA
1998-07-02,500,1.83
1998-07-02,2500,1.16
1998-07-02,300,1.62
1998-07-02,100,1.44
1998-07-02,1000,3.07
1998-07-02,1500,2.61
1998-07-02,2000,4.21
1998-07-08,2500,1.31
1998-07-08,100,3.21
1998-07-08,300,3.28
1998-07-08,500,3.31
1998-07-08,2000,2.35
1998-07-08,1000,3.22
1998-07-08,1500,2.7
1998-07-08,200,3.34
1998-07-15,100,1.19
1998-07-15,300,1.32
1998-07-15,200,1.25
1998-07-15,500,1.92
1998-07-15,1500,4.11
1998-07-15,2000,2.88
1998-07-15,1000,2.66
1998-07-15,2500,0.82
1998-07-22,200,4.21
1998-07-22,300,4.44
1998-07-22,2500,0.88
1998-07-22,500,4.39
1998-07-22,1500,2.68
1998-07-22,100,3.74
1998-07-22,1000,2.88
1998-07-22,2000,2.57
1998-07-29,1000,3.01
1998-07-29,300,2.01
1998-07-29,2500,2.04
1998-07-29,200,2.02
1998-07-29,2000,1.46
1998-07-29,100,2.05
1998-07-29,500,2.92
1998-07-29,1500,2.99
1998-08-11,1000,5.07
1998-08-11,100,2.4
1998-08-11,500,2.09
1998-08-11,200,2.19
1998-08-11,2500,2.34
1998-08-11,300,2.54
1998-08-11,1500,4.12
1998-08-11,2000,
1998-08-19,1500,5.68
1998-08-19,200,2.39
1998-08-19,2000,1.68
1998-08-19,300,2.3
1998-08-19,2500,1.71
1998-08-19,500,2.33
1998-08-19,1000,3.92
1998-08-19,100,2.45
1998-08-26,1000,3.91
1998-08-26,1500,4.92
1998-08-26,2500,0.19
1998-08-26,200,3.57
1998-08-26,2000,2.89
1998-08-26,500,3.53
1998-08-26,300,3.86
1998-08-26,100,3.9
1998-09-01,2000,
1998-09-01,1500,
1998-09-01,500,
1998-09-01,1000,
1998-09-01,100,
1998-09-08,200,2.58
1998-09-08,500,2.38
1998-09-08,1900,2.61
1998-09-08,300,2.52
1998-09-08,100,2.39
1998-09-08,2400,0.7
1998-09-08,1400,3.46
1998-09-08,900,3.8
1998-09-16,200,3.18
1998-09-16,2000,2.39
1998-09-16,1500,2.34
1998-09-16,500,2.95
1998-09-16,2500,0.31
1998-09-16,1000,2.2
1998-09-16,300,3.85
1998-09-16,100,3.1
1998-09-21,2000,0.51
1998-09-21,100,1.07
1998-09-21,300,2.18
1998-09-21,1500,0.76
1998-09-21,500,0.69
1998-09-21,200,0.64
1998-09-21,1000,0.98
1998-09-21,2500,0.25
1998-10-15,2500,1.29
1998-10-15,100,2.09
1998-10-15,2000,1.55
1998-10-15,509,1.92
1998-10-15,300,2.2
1998-10-15,1000,1.89
1998-10-15,1500,0.92
1998-10-15,200,1.99
1998-11-03,1510,1.27
1998-11-03,200,5.98
1998-11-03,110,6.03
1998-11-03,2500,1.19
1998-11-03,300,6.59
1998-11-03,2000,0.96
1998-11-03,509,6.59
1998-11-03,1010,6.46
1998-12-08,300,4.17
1998-12-08,1000,3.82
1998-12-08,2500,2.57
1998-12-08,2000,4.05
1998-12-08,200,3.96
1998-12-08,500,4.14
1998-12-08,1500,3.52
1998-12-08,100,3.81
1999-01-26,2000,1.09
1999-01-26,1500,1.4
1999-01-26,2500,0.75
1999-01-26,500,1.79
1999-01-26,100,1.82
1999-01-26,1000,1.49
1999-02-12,1500,2.76
1999-02-12,2500,1.99
1999-02-12,1000,3.17
1999-02-12,2000,2.36
1999-02-12,500,2.46
1999-02-12,100,2.56
1999-03-25,100,4.91
1999-03-25,1000,6.87
1999-03-25,500,6.06
1999-03-25,2500,8.57
1999-03-25,2000,4.98
1999-03-25,1500,6.13
1999-04-27,500,0.96
1999-04-27,2500,0.41
1999-04-27,1000,0.95
1999-04-27,2000,0.28
1999-04-27,100,0.95
1999-04-27,1500,0.93
1999-05-25,2000,0.95
1999-05-25,500,1.56
1999-05-25,2500,0.41
1999-05-25,1500,1.62
1999-05-25,100,1.59
1999-05-25,1000,2.0
1999-06-18,2000,1.68
1999-06-18,2500,0.45
1999-06-18,100,1.11
1999-06-18,1000,1.52
1999-06-18,500,1.15
1999-06-18,1500,2.27
1999-07-15,1000,2.04
1999-07-15,100,1.39
1999-07-15,500,1.42
1999-07-15,2000,3.46
1999-07-15,1500,1.88
1999-07-15,2500,2.5
1999-08-17,500,2.92
1999-08-17,1000,2.81
1999-08-17,1500,1.87
1999-08-17,100,1.95
1999-08-17,2500,0.24
1999-08-17,2000,1.06
1999-09-17,1000,3.51
1999-09-17,100,2.51
1999-09-17,1500,2.75
1999-09-17,500,2.39
1999-09-17,2000,3.01
1999-09-17,2500,0.64
1999-10-18,500,2.74
1999-10-18,2500,0.52
1999-10-18,1000,3.17
1999-10-18,2000,1.16
1999-10-18,1500,1.43
1999-10-18,100,2.51
1999-11-16,100,3.75
1999-11-16,2000,1.41
1999-11-16,2500,2.3
1999-11-16,500,2.91
1999-11-16,1500,1.86
1999-11-16,1000,3.1
1999-12-15,1000,0.26
1999-12-15,2000,0.25
1999-12-15,2500,0.21
1999-12-15,500,0.31
1999-12-15,1500,0.36
1999-12-15,100,0.16
2000-01-18,2500,0.25
2000-01-18,1000,0.32
2000-01-18,100,0.46
2000-01-18,1500,0.44
2000-01-18,500,0.47
2000-01-18,2000,0.28
2000-02-08,2500,0.64
2000-02-08,500,0.19
2000-02-08,1000,0.65
2000-02-08,1500,0.42
2000-02-08,100,0.66
2000-02-08,2000,0.54
2000-03-15,1500,1.6
2000-03-15,1000,1.52
2000-03-15,500,1.78
2000-03-15,100,1.39
2000-03-15,2500,2.38
2000-03-15,2000,2.53
2000-04-17,100,1.01
2000-04-17,500,1.2
2000-04-17,2000,0.4
2000-04-17,1500,0.46
2000-04-17,1000,0.9
2000-04-17,2500,0.5
2000-05-17,1000,0.87
2000-05-17,1500,1.25
2000-05-17,100,0.22
2000-05-17,2500,0.33
2000-05-17,2000,0.77
2000-05-17,500,0.4
2000-06-28,2500,0.63
2000-06-28,100,0.93
2000-06-28,2000,0.67
2000-06-28,1500,1.21
2000-06-28,1000,1.55
2000-06-28,500,1.29
2000-07-12,1500,0.95
2000-07-12,2500,0.14
2000-07-12,100,3.3
2000-07-12,1000,1.87
2000-07-12,500,2.31
2000-07-12,2000,0.17
2000-08-08,1500,2.28
2000-08-08,2000,0.71
2000-08-08,500,1.1
2000-08-08,2500,0.21
2000-08-08,100,0.83
2000-08-08,1000,1.17
2000-09-27,1500,1.49
2000-09-27,1000,1.92
2000-09-27,2000,0.53
2000-09-27,2500,0.19
2000-09-27,100,0.87
2000-09-27,500,0.61
2000-10-24,2500,0.0
2000-10-24,1000,0.1
2000-10-24,2000,0.02
2000-10-24,1500,0.19
2000-10-24,500,0.14
2000-10-24,100,0.09
2000-11-28,1000,2.79
2000-11-28,100,3.03
2000-11-28,1500,3.73
2000-11-28,2500,5.32
2000-11-28,500,2.33
2000-11-28,2000,2.4
2000-12-18,2500,2.41
2000-12-18,1500,2.32
2000-12-18,1000,2.6
2000-12-18,100,2.92
2000-12-18,2000,1.34
2000-12-18,500,4.5
2001-01-16,500,1.23
2001-01-16,1500,2.59
2001-01-16,2000,1.04
2001-01-16,1000,1.48
2001-01-16,2500,0.46
2001-01-16,100,0.91
2001-02-15,500,0.48
2001-02-15,2000,1.47
2001-02-15,1000,1.13
2001-02-15,1500,1.08
2001-02-15,2500,1.32
2001-02-15,100,0.94
2001-03-13,2000,1.42
2001-03-13,500,2.51
2001-03-13,1500,6.27
2001-03-13,1000,1.77
2001-03-13,100,1.85
2001-03-13,2500,1.76
2001-04-18,1000,2.49
2001-04-18,2500,2.22
2001-04-18,500,2.83
2001-04-18,100,2.08
2001-04-18,2000,2.05
2001-04-18,1500,2.1
2001-05-31,2000,0.06
2001-05-31,1000,2.03
2001-05-31,1500,0.64
2001-05-31,100,0.93
2001-05-31,2500,0.1
2001-05-31,500,0.73
2001-06-28,500,1.57
2001-06-28,2500,0.33
2001-06-28,1500,1.32
2001-06-28,1000,3.37
2001-06-28,100,1.27
2001-06-28,2000,0.23
2001-07-11,100,1.13
2001-07-11,500,1.23
2001-07-11,2000,0.05
2001-07-11,2500,0.85
2001-07-11,1500,0.64
2001-07-11,1000,0.32
2001-08-09,500,0.39
2001-08-09,1500,0.62
2001-08-09,100,0.48
2001-08-09,1000,1.23
2001-08-09,2000,0.38
2001-08-09,2500,0.0
2001-09-10,100,3.17
2001-09-10,1500,0.92
2001-09-10,500,1.98
2001-09-10,1000,1.65
2001-09-10,2000,0.82
2001-09-10,2500,0.27
2001-10-16,1000,1.56
2001-10-16,2500,0.35
2001-10-16,100,0.33
2001-10-16,2000,3.03
2001-10-16,1500,2.61
2001-10-16,500,2.74
2001-11-06,2500,0.22
2001-11-06,2000,0.88
2001-11-06,1000,2.79
2001-11-06,100,2.59
2001-11-06,1500,2.88
2001-11-06,500,2.43
2001-12-13,500,0.33
2001-12-13,1000,1.76
2001-12-13,1500,2.22
2001-12-13,2000,0.77
2001-12-13,2500,0.61
2001-12-13,100,0.83
2002-01-08,100,0.97
2002-01-08,500,0.91
2002-01-08,1500,0.63
2002-01-08,1000,0.75
2002-01-08,2000,1.26
2002-01-08,2500,0.3
2002-02-21,2500,0.32
2002-02-21,2000,1.81
2002-02-21,500,2.18
2002-02-21,100,1.63
2002-02-21,1500,1.28
2002-02-21,1000,1.48
2002-03-11,2500,1.1
2002-03-11,500,0.84
2002-03-11,100,0.9
2002-03-11,2000,1.1
2002-03-11,1500,0.95
2002-03-11,1000,1.55
2002-04-10,1500,0.82
2002-04-10,2500,11.94
2002-04-10,2000,4.43
2002-04-10,500,1.08
2002-04-10,100,1.25
2002-04-10,1000,0.3
2002-05-21,2000,0.11
2002-05-21,100,1.84
2002-05-21,2500,0.2
2002-05-21,1500,0.22
2002-05-21,1000,1.38
2002-05-21,500,1.76
2002-06-18,100,0.71
2002-06-18,500,0.53
2002-06-18,1000,1.69
2002-06-18,2000,0.28
2002-06-18,2500,0.18
2002-06-18,1500,0.85
2002-07-09,1500,1.42
2002-07-09,2000,1.91
2002-07-09,500,1.61
2002-07-09,2500,0.26
2002-07-09,100,0.49
2002-07-09,1000,1.5
2002-08-20,2500,0.49
2002-08-20,100,1.5
2002-08-20,500,1.55
2002-08-20,1500,1.85
2002-08-20,1000,0.95
2002-08-20,2000,1.51
2002-09-17,500,1.3
2002-09-17,2500,0.4
2002-09-17,100,1.3
2002-09-17,1000,0.49
2002-09-17,2000,0.91
2002-09-17,1500,1.24
2002-10-15,1000,1.59
2002-10-15,1500,0.74
2002-10-15,2500,0.23
2002-10-15,100,3.2
2002-10-15,500,3.34
2002-10-15,2000,0.34
2002-11-19,1000,3.87
2002-11-19,500,3.57
2002-11-19,1500,2.84
2002-11-19,2500,0.39
2002-11-19,2000,0.43
2002-11-19,100,3.76
2002-12-17,1000,1.13
2002-12-17,2500,1.22
2002-12-17,2000,1.0
2002-12-17,100,0.88
2002-12-17,1500,1.25
2002-12-17,500,0.9
2003-01-23,1500,0.54
2003-01-23,100,0.24
2003-01-23,1000,1.43
2003-01-23,2000,0.17
2003-01-23,500,0.15
2003-01-23,2500,0.06
2003-02-18,100,4.6
2003-02-18,500,5.9
2003-02-18,1000,6.58
2003-02-18,2500,5.76
2003-02-18,1500,2.39
2003-02-18,2000,0.7
2003-03-11,2500,0.45
2003-03-11,100,0.39
2003-03-11,500,0.5
2003-03-11,2000,0.94
2003-03-11,1500,0.58
2003-03-11,1000,0.57
2003-04-24,100,0.25
2003-04-24,2500,0.12
2003-04-24,500,0.22
2003-04-24,1500,0.37
2003-04-24,2000,0.24
2003-04-24,1000,0.39
2003-05-13,1500,0.22
2003-05-13,2000,0.05
2003-05-13,500,0.26
2003-05-13,1000,0.34
2003-05-13,2500,0.0
2003-05-13,100,0.44
2003-06-17,2500,0.1
2003-06-17,500,0.24
2003-06-17,100,0.4
2003-06-17,2000,0.37
2003-06-17,1500,0.87
2003-06-17,1000,1.52
2003-07-15,2000,0.23
2003-07-15,1500,0.78
2003-07-15,1000,1.38
2003-07-15,2500,0.16
2003-07-15,100,0.81
2003-07-15,500,0.66
2003-08-13,500,0.57
2003-08-13,100,0.49
2003-08-13,1500,0.41
2003-08-13,2500,0.07
2003-08-13,2000,0.28
2003-08-13,1000,0.49
2003-09-08,1000,0.57
2003-09-08,2500,0.22
2003-09-08,500,0.89
2003-09-08,1500,0.71
2003-09-08,2000,0.38
2003-09-08,100,0.48
2003-10-14,2500,0.1
2003-10-14,2000,0.04
2003-10-14,500,0.5
2003-10-14,1000,0.97
2003-10-14,100,1.57
2003-10-14,1500,0.84
2003-11-12,1500,1.46
2003-11-12,500,2.07
2003-11-12,2500,0.29
2003-11-12,2000,0.21
2003-11-12,100,1.79
2003-11-12,1000,2.95
2003-12-04,1000,0.53
2003-12-04,2500,0.16
2003-12-04,500,1.55
2003-12-04,2000,0.23
2003-12-04,1500,3.18
2003-12-04,100,2.71
2004-01-20,2500,1.76
2004-01-20,1500,2.39
2004-01-20,500,2.47
2004-01-20,1000,3.25
2004-01-20,100,7.39
2004-01-20,2000,2.96
2004-02-18,1000,6.65
2004-02-18,500,9.7
2004-02-18,2500,1.87
2004-02-18,100,7.32
2004-02-18,1500,8.56
2004-02-18,2000,2.68
2004-03-16,100,3.29
2004-03-16,2000,4.5
2004-03-16,2500,4.29
2004-03-16,1500,3.15
2004-03-16,1000,3.32
2004-03-16,500,3.16
2004-04-15,2500,1.3
2004-04-15,1000,0.8
2004-04-15,100,0.61
2004-04-15,1500,3.41
2004-04-15,500,0.94
2004-04-15,2000,2.81
2004-05-11,500,1.29
2004-05-11,2000,0.83
2004-05-11,100,1.22
2004-05-11,1500,5.88
2004-05-11,2500,5.99
2004-05-11,1000,2.5
2004-06-21,1500,0.54
2004-06-21,2500,0.13
2004-06-21,500,1.44
2004-06-21,2000,0.16
2004-06-21,1000,2.41
2004-06-21,100,2.16
2004-07-13,1000,1.3
2004-07-13,2500,0.61
2004-07-13,500,0.88
2004-07-13,1500,8.57
2004-07-13,2000,0.86
2004-07-13,100,0.84
2004-08-10,2000,1.34
2004-08-10,500,1.38
2004-08-10,1500,2.49
2004-08-10,1000,1.12
2004-08-10,2500,5.57
2004-08-10,100,1.48
2004-09-13,1000,1.51
2004-09-13,1500,1.62
2004-09-13,100,1.93
2004-09-13,2000,0.82
2004-09-13,2500,1.39
2004-09-13,500,2.53
2004-10-13,1000,1.18
2004-10-13,500,2.16
2004-10-13,2000,0.45
2004-10-13,2500,0.44
2004-10-13,1500,0.59
2004-10-13,100,2.03
2004-11-09,2500,1.98
2004-11-09,2000,2.44
2004-11-09,100,3.34
2004-11-09,1500,3.34
2004-11-09,1000,5.04
2004-11-09,500,4.87
2004-12-15,500,4.17
2004-12-15,2500,2.3
2004-12-15,100,2.55
2004-12-15,2000,4.26
2004-12-15,1000,3.98
2004-12-15,1500,4.0
2005-01-18,100,1.03
2005-01-18,2000,0.44
2005-01-18,2500,0.31
2005-01-18,500,0.44
2005-01-18,1000,0.58
2005-01-18,1500,0.24
2005-02-22,1500,2.26
2005-02-22,2500,3.61
2005-02-22,1000,2.49
2005-02-22,500,2.35
2005-02-22,2000,1.57
2005-02-22,100,1.47
2005-03-29,1500,5.02
2005-03-29,2000,4.75
2005-03-29,500,4.78
2005-03-29,1000,5.6
2005-03-29,2500,4.53
2005-03-29,100,5.85
2005-04-26,1000,1.53
2005-04-26,100,0.86
2005-04-26,500,0.86
2005-04-26,2500,0.03
2005-04-26,2000,0.45
2005-04-26,1500,1.3
2005-05-20,500,1.01
2005-05-20,2500,0.09
2005-05-20,2000,0.24
2005-05-20,1000,0.49
2005-05-20,100,0.91
2005-05-20,1500,0.99
2005-06-21,2500,0.19
2005-06-21,100,0.62
2005-06-21,2000,0.23
2005-06-21,1000,1.04
2005-06-21,1500,0.47
2005-06-21,500,1.12
2005-07-28,100,1.71
2005-07-28,1000,2.97
2005-07-28,500,1.84
2005-07-28,2500,0.48
2005-07-28,2000,0.35
2005-07-28,1500,0.55
2005-08-11,2000,0.78
2005-08-11,1000,2.14
2005-08-11,1500,1.42
2005-08-11,100,1.32
2005-08-11,2500,0.53
2005-08-11,500,1.93
2005-09-14,1500,5.2
2005-09-14,2500,0.83
2005-09-14,100,1.41
2005-09-14,1000,1.68
2005-09-14,2000,2.58
2005-09-14,500,1.22
2005-10-26,500,3.58
2005-10-26,2000,0.54
2005-10-26,2500,0.59
2005-10-26,100,2.47
2005-10-26,1000,1.42
2005-10-26,1500,0.8
2005-11-15,500,1.1
2005-11-15,1500,0.37
2005-11-15,1000,0.63
2005-11-15,2000,0.49
2005-11-15,100,1.45
2005-11-15,2500,0.37
2005-12-13,2000,3.43
2005-12-13,100,3.49
2005-12-13,1500,2.63
2005-12-13,2500,2.27
2005-12-13,500,3.47
2005-12-13,1000,2.41
2006-01-17,1500,3.46
2006-01-17,100,2.94
2006-01-17,1000,3.81
2006-01-17,2500,1.12
2006-01-17,2000,1.62
2006-01-17,500,3.66
2006-02-14,100,4.01
2006-02-14,2000,1.5
2006-02-14,1500,4.16
2006-02-14,1000,6.55
2006-02-14,2500,1.35
2006-02-14,500,5.24
2006-03-14,1000,1.82
2006-03-14,500,0.93
2006-03-14,2500,2.38
2006-03-14,2000,1.5
2006-03-14,1500,1.68
2006-03-14,100,0.63
2006-04-21,2500,0.16
2006-04-21,500,2.49
2006-04-21,1000,0.41
2006-04-21,2000,0.04
2006-04-21,1500,0.13
2006-04-21,100,1.96
2006-05-17,2000,0.11
2006-05-17,1500,0.63
2006-05-17,1000,0.67
2006-05-17,2500,0.11
2006-05-17,100,1.22
2006-05-17,500,1.66
2006-06-21,1000,2.97
2006-06-21,100,1.53
2006-06-21,2000,0.94
2006-06-21,1500,3.62
2006-06-21,2500,0.31
2006-06-21,500,1.79
2006-07-27,1000,3.23
2006-07-27,100,1.01
2006-07-27,2000,2.52
2006-07-27,1500,0.74
2006-07-27,2500,0.42
2006-07-27,500,0.43
2006-08-17,2500,0.61
2006-08-17,2000,2.19
2006-08-17,1000,1.38
2006-08-17,100,3.09
2006-08-17,1500,2.08
2006-08-17,500,2.83
2006-09-20,2000,1.47
2006-09-20,2500,0.28
2006-09-20,1500,2.8
2006-09-20,100,3.08
2006-09-20,500,3.14
2006-09-20,1000,3.01
2006-10-11,2500,
2006-10-11,100,3.38
2006-10-11,1000,3.77
2006-10-11,500,2.13
2006-10-11,1500,
2006-10-11,2000,
2006-11-14,500,6.99
2006-11-14,1500,8.14
2006-11-14,1000,8.12
2006-11-14,2000,5.5
2006-11-14,100,7.46
2006-11-14,2500,1.03
2006-12-12,2500,6.87
2006-12-12,1000,7.24
2006-12-12,500,8.58
2006-12-12,100,7.27
2006-12-12,1500,7.45
2006-12-12,2000,8.69
2007-02-22,2500,0.6
2007-02-22,2000,0.7
2007-02-22,1000,1.19
2007-02-22,1500,0.78
2007-02-22,500,1.2
2007-02-22,100,0.89
2007-03-15,2500,0.07
2007-03-15,100,13.34
2007-03-15,1000,1.12
2007-03-15,1500,0.26
2007-03-15,500,18.43
2007-03-15,2000,0.2
2007-04-05,1000,1.49
2007-04-05,500,1.49
2007-04-05,100,3.05
2007-04-05,2500,0.0
2007-04-05,2000,0.08
2007-04-05,1500,1.16
2007-05-04,500,
2007-05-04,1000,
2007-05-04,2500,
2007-05-04,1500,
2007-05-04,100,
2007-05-04,2000,
2007-05-14,1500,0.45
2007-05-14,100,2.0
2007-05-14,2000,0.08
2007-05-14,2500,0.19
2007-05-14,1000,0.64
2007-05-14,500,1.96
2007-06-14,1500,
2007-06-14,100,
2007-06-14,2000,
2007-06-14,1000,
2007-06-14,500,
2007-06-14,2500,
2007-07-12,100,
2007-07-12,1000,
2007-07-12,1500,
2007-07-12,500,
2007-07-12,2000,
2007-07-12,2500,
2007-08-16,500,
2007-08-16,1500,
2007-08-16,2500,
2007-08-16,100,
2007-08-16,1000,
2007-08-16,2000,
2007-09-12,2500,
2007-09-12,100,
2007-09-12,1500,
2007-09-12,500,
2007-09-12,1000,
2007-09-12,2000,
2007-10-16,2000,
2007-10-16,100,
2007-10-16,500,
2007-10-16,1500,
2007-10-16,2500,
2007-10-16,1000,
2007-11-13,500,
2007-11-13,2500,
2007-11-13,2000,
2007-11-13,1500,
2007-11-13,100,
2007-11-13,1000,
2007-12-11,100,
2007-12-11,2500,
2007-12-11,1000,
2007-12-11,1500,
2007-12-11,500,
2007-12-11,2000,
2008-01-17,1500,
2008-01-17,2500,
2008-01-17,100,
2008-01-17,1000,
2008-01-17,500,
2008-01-17,2000,
2008-02-19,1500,
2008-02-19,500,
2008-02-19,2000,
2008-02-19,100,
2008-02-19,1000,
2008-02-19,2500,
2008-04-16,100,
2008-04-16,1500,
2008-04-16,1000,
2008-04-16,500,
2008-04-16,2000,
2008-04-16,2500,
2008-05-20,500,
2008-05-20,1500,
2008-05-20,2500,
2008-05-20,100,
2008-05-20,2000,
2008-05-20,1000,
2008-06-24,1000,
2008-06-24,1500,
2008-06-24,2500,
2008-06-24,2000,
2008-06-24,500,
2008-06-24,100,
2008-07-09,500,
2008-07-09,1000,
2008-07-09,100,
2008-07-09,1500,
2008-07-09,2500,
2008-07-09,2000,
2008-08-19,500,
2008-08-19,1000,
2008-08-19,2500,
2008-08-19,1500,
2008-08-19,2000,
2008-08-19,100,
2008-09-15,2500,
2008-09-15,1500,
2008-09-15,100,
2008-09-15,500,
2008-09-15,1000,
2008-09-15,2000,
2008-09-16,2500,
2008-09-16,500,
2008-09-16,1000,
2008-09-16,100,
2008-09-16,2000,
2008-09-16,1500,
2008-09-17,100,
2008-09-17,1500,
2008-09-17,2000,
2008-09-17,1000,
2008-09-17,500,
2008-09-17,2500,
2008-09-18,2500,
2008-09-18,1500,
2008-09-18,1000,
2008-09-18,500,
2008-09-18,2000,
2008-09-18,100,
2008-10-27,1500,
2008-10-27,2000,
2008-10-27,2500,
2008-10-27,100,
2008-10-27,1000,
2008-10-27,500,
2008-11-17,100,
2008-11-17,500,
2008-11-17,1500,
2008-11-17,2500,
2008-11-17,2000,
2008-11-17,1000,
2008-12-08,500,
2008-12-08,1000,
2008-12-08,100,
2008-12-08,2500,
2008-12-08,1500,
2008-12-08,2000,
2009-01-19,1500,0.56
2009-01-19,2500,0.31
2009-01-19,500,1.34
2009-01-19,100,1.35
2009-01-19,2000,0.33
2009-01-19,1000,0.69
